"ProbeID","GeneSymbol"
"11755790_a_at","FER1L4"
"11755874_a_at","C13orf34"
"11755902_a_at","TRPV2"
"11755933_x_at","HLAB"
"11756077_a_at","NDE1"
"11756093_x_at","IGHG1"
"11756281_a_at","CD7"
"11756287_a_at","AOAH"
"11756292_a_at","CTSW"
"11756358_a_at","PLK3"
"11756362_x_at","FCGR1B"
"11756363_a_at","NCKAP1L"
"11756409_a_at","BLM"
"11756411_a_at","STAB1"
"11756434_a_at","DNMT1"
"11756532_a_at","PIK3CD"
"11756658_a_at","MGC29506"
"11756784_x_at","NCAPG2"
"11756803_a_at","MS4A14"
"11756806_a_at","ISG20"
"11756818_a_at","PATL2"
"11756839_x_at","ZC3HAV1"
"11756877_a_at","GNGT2"
"11756883_s_at","BAT2L2"
"11756910_x_at","FANCD2"
"11756954_s_at","ZEB2"
"11757271_s_at","SNX6"
"11757321_a_at","TAPBP"
"11757369_s_at","MAN2B1"
"11757624_s_at","PARP12"
"11757931_s_at","C22orf9"
"11757934_at","C12orf35"
"11758149_s_at","RACGAP1"
"11758164_s_at","FEN1"
"11758222_s_at","SLC20A1"
"11758273_s_at","ARF6"
"11758371_s_at","KIF15"
"11758377_s_at","TLR1"
"11758421_s_at","PTEN"
"11758478_s_at","CDCA7"
"11758550_x_at","C9orf91"
"11758693_s_at","PSME2"
"11758821_x_at","HLADQB1"
"11759015_at","CYTSB"
"11759296_at","MAP3K2"
"11759324_s_at","C6orf204"
"11759352_a_at","FCRL3"
"11759434_at","IL12RB1"
"11759496_at","CHST11"
"11759498_at","FAM49A"
"11759571_a_at","IGLL5"
"11759629_a_at","TRA"
"11759652_x_at","IGKC"
"11759685_x_at","IGL"
"11759815_a_at","IGHM"
"11759825_x_at","MR1"
"11759915_at","C11orf21"
"11760137_x_at","IGHA1"
"11761418_x_at","IL23A"
"11761467_x_at","IGHG3"
"11761918_x_at","TRBC1"
"11762328_a_at","TRD"
"11762406_s_at","GBP7"
"11762854_a_at","EIF4A1"
"11762940_x_at","HLAC"
"11763126_x_at","IGK"
"11763229_x_at","IGLJ3"
"11763302_at","LOC100128751"
"11763307_s_at","NFATC2"
"11763329_a_at","DOK1"
"11763366_s_at","ANKRD36B"
"11763408_x_at","FLJ40330"
"11763472_x_at","ZC3H12D"
"11763585_s_at","TMPO"
