"ProbeID","GeneSymbol"
"11743394_a_at","AIG1"
"11743453_s_at","HDAC4"
"11743476_a_at","SLC25A13"
"11743545_a_at","QDPR"
"11743589_at","SNX29"
"11743594_s_at","FMR1"
"11743621_a_at","MSRA"
"11743644_a_at","MXRA7"
"11743654_a_at","APOH"
"11743688_at","GLI2"
"11743697_a_at","C13orf27"
"11743721_at","LGALS1"
"11743758_a_at","ACO1"
"11743777_x_at","BPHL"
"11743803_s_at","SEPHS2"
"11743843_a_at","DNAJC28"
"11743844_a_at","PROC"
"11743848_a_at","SLC2A5"
"11743920_a_at","AGXT2"
"11743941_s_at","KLRAQ1"
"11743944_x_at","ACSM2B"
"11743947_a_at","A2LD1"
"11743954_a_at","EHBP1L1"
"11744044_s_at","PCYT2"
"11744055_a_at","METTL1"
"11744068_x_at","APOE"
"11744083_at","ANKIB1"
"11744088_a_at","C18orf56"
"11744102_a_at","ARSE"
"11744108_x_at","SAE1"
"11744116_s_at","RPIA"
"11744179_x_at","TM7SF2"
"11744183_a_at","ACADS"
"11744199_a_at","RETSAT"
"11744206_at","PAH"
"11744238_at","SERPINF2"
"11744275_a_at","WDR12"
"11744283_a_at","COQ4"
"11744300_at","CHST15"
"11744304_a_at","MFSD3"
"11744530_a_at","SEMA4G"
"11744579_a_at","CDADC1"
"11744613_a_at","SLC6A13"
"11744630_a_at","FAM55C"
"11744681_a_at","NT5E"
"11744698_x_at","TPRG1L"
"11744805_x_at","DHRS4"
"11744820_a_at","LOC100130691"
"11744845_a_at","SLC22A2"
"11744847_at","PLEKHA5"
"11744858_a_at","LHPP"
"11744942_a_at","SLC22A18AS"
"11744995_s_at","PANK1"
"11745196_a_at","ADI1"
"11745281_at","LOC100287896"
"11745300_a_at","DNAJC6"
"11745336_a_at","DMXL1"
"11745450_a_at","AUH"
"11745515_a_at","A1CF"
"11745538_a_at","MAP7D2"
"11745850_a_at","SCP2"
"11745993_a_at","MAP7"
"11746161_s_at","FBXL5"
"11746203_a_at","ASB13"
"11746213_a_at","PAAF1"
"11746247_x_at","GK3P"
"11746438_a_at","SHMT2"
"11746465_a_at","EPS15L1"
"11746552_s_at","FLJ77644"
"11746595_a_at","PCM1"
"11746657_a_at","VRK3"
"11746667_a_at","BHMT2"
"11746670_a_at","TMEM120A"
"11746683_a_at","NPR3"
"11746693_a_at","COBL"
"11746914_a_at","ACAD8"
"11746930_a_at","BHLHE41"
"11746995_a_at","NPL"
"11747053_a_at","BHMT"
"11747204_a_at","GAS8"
"11747664_a_at","UBXN8"
"11747825_a_at","ACAD11"
"11747907_s_at","LOC100133863"
"11747933_a_at","NAPRT1"
"11748004_a_at","SLC16A4"
"11748017_a_at","PECR"
"11748196_a_at","ACADSB"
"11748773_a_at","CTSL2"
"11748981_a_at","NAT1"
"11749183_a_at","ALDH4A1"
"11749250_a_at","ZMYND12"
"11749321_a_at","CBARA1"
"11749349_a_at","POLR2C"
"11749473_a_at","MEF2D"
"11749998_a_at","SLC47A1"
"11750117_s_at","PHF2"
"11750139_a_at","GRIA3"
"11750185_a_at","FLJ36031"
"11750478_x_at","C8orf55"
"11750932_a_at","EPHX2"
"11751125_a_at","ABCC6P1"
"11751291_a_at","SFXN4"
"11751591_s_at","RMND1"
"11751698_a_at","EAF2"
"11751702_a_at","INADL"
"11751754_a_at","C22orf28"
"11751809_a_at","LOC388387"
"11752288_a_at","FAM125B"
"11752379_a_at","MCTP1"
"11752552_a_at","MCCC1"
"11752625_a_at","ABCD4"
"11753279_a_at","SGK494"
"11753282_a_at","CMTM4"
"11753560_s_at","RAN"
"11753591_x_at","PRR13"
"11753654_a_at","PRAP1"
"11753715_a_at","MGST2"
"11753739_a_at","CYB5A"
"11753895_x_at","MPST"
"11753916_at","C18orf18"
"11753953_x_at","GLB1L"
"11754034_a_at","HRSP12"
"11754310_a_at","HDHD3"
"11754337_s_at","NDRG1"
"11754394_a_at","SYNJ2"
"11754405_s_at","CLIC4"
"11754433_a_at","CLRN3"
"11754505_a_at","SLC39A4"
"11754544_s_at","ZDHHC11"
"11754573_a_at","LPIN1"
"11754575_s_at","AHNAK"
"11754652_a_at","PECI"
"11754701_a_at","SLC5A2"
"11754723_a_at","HACL1"
"11754763_a_at","GNPDA1"
"11754796_a_at","SLCO3A1"
"11754814_a_at","NUP93"
"11754853_s_at","PDZK1"
"11754896_x_at","MYOM3"
"11754909_a_at","C2orf88"
"11754980_a_at","SMARCD3"
"11754995_a_at","PCBP2"
"11755102_a_at","SELO"
"11755131_a_at","C10orf108"
"11755142_s_at","C3orf64"
"11755175_a_at","HSPA12A"
"11755226_s_at","KLHDC7A"
"11755238_a_at","AFMID"
"11755280_x_at","FTL"
"11755310_s_at","ACOT1"
"11755316_a_at","TMEM139"
"11755349_a_at","GDPD3"
"11755353_a_at","MYO7B"
"11755377_a_at","NARF"
"11755496_a_at","C12orf52"
"11755498_s_at","ATP6V0E2"
"11755568_a_at","SLC47A2"
"11755613_a_at","FERMT1"
"11755619_s_at","D2HGDH"
"11755823_a_at","SYT9"
"11755834_x_at","CAST"
"11755888_a_at","RGN"
"11755899_x_at","ANKRD36B"
"11755936_a_at","ENOSF1"
"11755953_a_at","DMRTA1"
"11755990_a_at","CAPN12"
"11755999_a_at","DEPDC4"
"11756032_a_at","CBR3"
"11756099_a_at","LDHB"
"11756138_a_at","HK2"
"11756143_s_at","ADPRH"
"11756154_a_at","HRG"
"11756155_a_at","NHS"
"11756171_a_at","PFKFB2"
"11756184_a_at","UNC5CL"
"11756211_s_at","C11orf73"
"11756250_s_at","HMGCL"
"11756259_s_at","NFATC1"
"11756274_a_at","ALDH1L1"
"11756286_a_at","SFXN2"
"11756343_a_at","DPEP1"
"11756459_a_at","SLC22A18"
"11756496_a_at","SERPINA6"
"11756555_a_at","SCAMP5"
"11756590_a_at","KMO"
"11756642_a_at","DECR2"
"11756655_a_at","MCAT"
"11756677_a_at","CYB5D2"
"11756706_a_at","DPP4"
"11756763_a_at","HINT2"
"11756785_a_at","SFXN5"
"11756882_a_at","RTTN"
"11756912_a_at","AOX1"
"11756977_a_at","PHYHD1"
"11756992_a_at","MOSC2"
"11757030_at","ECH1"
"11757146_at","SNORA84"
"11757278_x_at","ASS1"
"11757504_a_at","DDAH1"
"11757541_x_at","TXNDC17"
"11757562_s_at","CLEC18A"
"11757573_s_at","FZD5"
"11757606_s_at","ECHS1"
"11757706_a_at","DCUN1D5"
"11757712_a_at","L3MBTL4"
"11757769_s_at","VCL"
"11757777_s_at","KL"
"11757860_s_at","QKI"
"11757882_x_at","GSTA2"
"11757942_s_at","UTRN"
"11757955_s_at","RALYL"
"11757977_s_at","SLC12A7"
"11758034_s_at","NUDT16L1"
"11758054_s_at","DR1"
"11758087_s_at","DPYS"
"11758248_s_at","SDHD"
"11758448_s_at","TICAM2"
"11758480_s_at","COG8"
"11758562_s_at","C1GALT1"
"11758929_at","TFDP2"
"11759097_a_at","ZNF703"
"11759222_at","KIAA1958"
"11759313_at","EIF2C4"
"11759447_at","GJC3"
"11759455_s_at","TUBB4Q"
"11759623_at","C11orf71"
"11759657_at","TOM1L1"
"11759848_at","KIF16B"
"11761514_at","HNRNPM"
"11762823_x_at","DHRS4L2"
"11763265_s_at","PCYT1A"
"11763358_at","DGCR9"
"11763893_s_at","SNORA59A"
"11763981_s_at","XPNPEP3"
"11763987_a_at","VEPH1"
"11764260_s_at","FAM124A"
